Distance_m;Rayleigh_Peak_Amplitude;Brillouin_Peak_Amplitude;Rayleigh_Peak_Bin;Brillouin_Peak_Bin
1463.80;0.156832;0.184350;104.0;204.000000
1463.90;0.157139;0.185194;104.0;204.000000
1464.00;0.157222;0.185934;104.0;204.000000
1464.10;0.157027;0.186320;104.0;203.000000
1464.20;0.156711;0.186399;104.0;204.000000
1464.30;0.156408;0.186348;104.0;204.000000
1464.40;0.155792;0.186179;104.0;204.000000
1464.50;0.154569;0.185922;104.0;204.000000
1464.60;0.152755;0.185566;104.0;204.000000
1464.70;0.150425;0.185204;104.0;204.000000
1464.80;0.148049;0.184994;104.0;204.000000
1464.90;0.145876;0.184901;104.0;204.000000
1465.00;0.144280;0.185141;104.0;203.000000
1465.10;0.143482;0.185398;104.0;204.000000
1465.20;0.143694;0.185421;104.0;204.000000
1465.30;0.145023;0.185056;104.0;204.000000
1465.40;0.146875;0.184378;105.0;204.000000
1465.50;0.148775;0.183897;105.0;204.000000
1465.60;0.150559;0.183767;104.0;204.000000
1465.70;0.152111;0.183649;104.0;203.000000
1465.80;0.153162;0.183262;104.0;203.000000
1465.90;0.153365;0.182915;104.0;203.000000
1466.00;0.152823;0.182939;104.0;202.000000
1466.10;0.151832;0.183068;104.0;202.000000
1466.20;0.150664;0.183563;104.0;201.000000
1466.30;0.149434;0.184196;104.0;201.000000
1466.40;0.148599;0.184758;104.0;201.000000
1466.50;0.147834;0.185071;104.0;201.000000
1466.60;0.147176;0.185253;104.0;201.000000
1466.70;0.146739;0.185459;103.0;201.000000
1466.80;0.146338;0.186154;103.0;201.000000
1466.90;0.146254;0.186711;103.0;201.000000
1467.00;0.146310;0.186970;103.0;201.000000
1467.10;0.146504;0.186824;103.0;201.000000
1467.20;0.146828;0.186658;103.0;201.000000
1467.30;0.147455;0.186385;104.0;201.000000
1467.40;0.148283;0.186311;104.0;201.000000
1467.50;0.149165;0.186319;104.0;201.000000
1467.60;0.149767;0.186438;104.0;201.000000
1467.70;0.150460;0.186363;104.0;201.000000
1467.80;0.151191;0.186327;104.0;200.000000
1467.90;0.152074;0.186657;104.0;200.000000
1468.00;0.152969;0.187110;104.0;200.000000
1468.10;0.153512;0.187499;104.0;200.000000
1468.20;0.153718;0.187670;104.0;199.000000
1468.30;0.153619;0.187819;104.0;199.000000
1468.40;0.153333;0.187951;104.0;199.000000
1468.50;0.153311;0.188030;104.0;199.000000
1468.60;0.153297;0.187969;104.0;199.000000
1468.70;0.153370;0.187729;104.0;200.000000
1468.80;0.153767;0.187461;104.0;200.000000
1468.90;0.154008;0.187287;104.0;201.000000
1469.00;0.154029;0.187203;104.0;201.000000
1469.10;0.153919;0.187277;104.0;201.000000
1469.20;0.153959;0.187239;104.0;201.000000
1469.30;0.154212;0.187212;104.0;201.000000
1469.40;0.154853;0.186872;104.0;201.000000
1469.50;0.155347;0.186374;104.0;200.000000
1469.60;0.155507;0.186215;104.0;201.000000
1469.70;0.155167;0.186268;104.0;201.000000
1469.80;0.154636;0.186468;105.0;201.000000
1469.90;0.154037;0.186919;105.0;201.000000
1470.00;0.153358;0.187660;105.0;202.000000
1470.10;0.152584;0.188548;105.0;202.000000
1470.20;0.151788;0.188924;105.0;203.000000
1470.30;0.151527;0.188706;105.0;202.000000
1470.40;0.151757;0.187922;104.0;202.000000
1470.50;0.152326;0.187014;104.0;202.000000
1470.60;0.152903;0.186304;104.0;202.000000
1470.70;0.153269;0.185989;104.0;201.000000
1470.80;0.153654;0.185988;104.0;201.000000
1470.90;0.154034;0.185837;104.0;202.000000
1471.00;0.154371;0.185478;104.0;202.000000
1471.10;0.154505;0.185004;104.0;202.000000
1471.20;0.154346;0.184792;103.0;202.000000
1471.30;0.153740;0.184915;104.0;201.000000
1471.40;0.152690;0.185186;104.0;201.000000
1471.50;0.151112;0.185214;104.0;201.000000
1471.60;0.149695;0.184763;104.0;201.000000
1471.70;0.148376;0.183744;104.0;201.000000
1471.80;0.147135;0.182718;104.0;201.000000
1471.90;0.146275;0.182116;105.0;201.000000
1472.00;0.145826;0.181795;105.0;201.000000
1472.10;0.145563;0.181587;105.0;200.000000
1472.20;0.145443;0.181455;105.0;199.000000
1472.30;0.145594;0.181078;105.0;199.000000
1472.40;0.146211;0.180497;105.0;198.000000
1472.50;0.147158;0.179878;104.0;198.000000
1472.60;0.148542;0.179431;104.0;198.000000
1472.70;0.150248;0.179262;104.0;199.000000
1472.80;0.151958;0.179108;104.0;200.000000
1472.90;0.153504;0.179212;104.0;200.000000
1473.00;0.154640;0.179550;104.0;201.000000
1473.10;0.155060;0.179953;104.0;202.000000
1473.20;0.155111;0.180490;104.0;202.000000
1473.30;0.155005;0.181018;104.0;202.000000
1473.40;0.155096;0.181303;104.0;201.000000
1473.50;0.155343;0.181303;104.0;201.000000
1473.60;0.155608;0.181159;104.0;201.000000
1473.70;0.155887;0.181194;105.0;200.000000
1473.80;0.155985;0.181511;105.0;199.000000
1473.90;0.155745;0.182234;105.0;199.000000
1474.00;0.155222;0.182954;105.0;199.000000
1474.10;0.154815;0.183446;105.0;199.000000
1474.20;0.154336;0.183791;105.0;198.000000
1474.30;0.153973;0.183895;105.0;199.000000
1474.40;0.153401;0.183928;105.0;199.000000
1474.50;0.152611;0.184119;104.0;199.000000
1474.60;0.151660;0.184619;104.0;200.000000
1474.70;0.150616;0.185060;104.0;201.000000
1474.80;0.149526;0.185396;104.0;201.000000
1474.90;0.148753;0.185422;104.0;201.000000
1475.00;0.148497;0.185117;104.0;202.000000
1475.10;0.148783;0.184478;104.0;201.000000
1475.20;0.149786;0.184074;104.0;201.000000
1475.30;0.151288;0.183903;104.0;201.000000
1475.40;0.152722;0.183828;104.0;201.000000
1475.50;0.153782;0.183743;104.0;201.000000
1475.60;0.154165;0.183577;104.0;201.000000
1475.70;0.153661;0.183340;104.0;201.000000
1475.80;0.152646;0.182856;104.0;201.000000
1475.90;0.151356;0.182461;104.0;201.000000
1476.00;0.149611;0.181971;104.0;201.000000
1476.10;0.147597;0.181474;104.0;201.000000
1476.20;0.145544;0.180892;104.0;201.000000
1476.30;0.143686;0.180414;103.0;201.000000
1476.40;0.142233;0.180043;104.0;201.000000
1476.50;0.141389;0.179971;104.0;201.000000
1476.60;0.140728;0.180238;104.0;201.000000
1476.70;0.140249;0.180889;104.0;201.000000
1476.80;0.139837;0.181931;104.0;201.000000
1476.90;0.139550;0.182866;104.0;201.000000
1477.00;0.139565;0.183786;104.0;201.000000
1477.10;0.139923;0.184451;104.0;201.000000
1477.20;0.140930;0.184577;104.0;201.000000
1477.30;0.142046;0.184104;104.0;201.000000
1477.40;0.143059;0.183431;103.0;201.000000
1477.50;0.143957;0.182792;103.0;202.000000
1477.60;0.144632;0.182270;103.0;202.000000
1477.70;0.144984;0.182093;103.0;202.000000
1477.80;0.145139;0.182428;103.0;203.000000
1477.90;0.145341;0.183006;103.0;203.000000
1478.00;0.145718;0.183606;103.0;204.000000
1478.10;0.146367;0.184409;103.0;204.000000
1478.20;0.147226;0.184811;104.0;204.000000
1478.30;0.148245;0.184914;103.0;205.000000
1478.40;0.149326;0.184986;103.0;205.000000
1478.50;0.150099;0.184919;103.0;205.000000
1478.60;0.150403;0.184747;103.0;206.000000
1478.70;0.150159;0.184171;103.0;206.000000
1478.80;0.149573;0.183285;103.0;206.000000
1478.90;0.148664;0.182019;103.0;206.000000
1479.00;0.148013;0.180696;103.0;206.000000
1479.10;0.147589;0.179487;103.0;205.000000
1479.20;0.147560;0.178552;103.0;205.000000
1479.30;0.148279;0.178043;104.0;204.000000
1479.40;0.149330;0.177741;104.0;204.000000
1479.50;0.150965;0.177323;104.0;204.000000
1479.60;0.152919;0.176859;104.0;203.000000
1479.70;0.155131;0.176378;104.0;203.000000
1479.80;0.157548;0.176109;104.0;203.000000
1479.90;0.159550;0.175968;104.0;203.000000
1480.00;0.161012;0.176144;104.0;203.000000
1480.10;0.162004;0.176848;104.0;203.000000
1480.20;0.162780;0.177537;104.0;203.000000
1480.30;0.163366;0.178118;104.0;202.000000
1480.40;0.163813;0.178622;104.0;202.000000
1480.50;0.164452;0.179202;105.0;201.000000
1480.60;0.165364;0.179753;105.0;200.000000
1480.70;0.166603;0.179972;105.0;200.000000
1480.80;0.167927;0.180030;105.0;200.000000
1480.90;0.169292;0.180124;104.0;200.000000
1481.00;0.170806;0.180472;104.0;201.000000
1481.10;0.172213;0.180846;104.0;201.000000
1481.20;0.173050;0.181567;104.0;202.000000
1481.30;0.173138;0.182333;104.0;202.000000
1481.40;0.172858;0.183308;105.0;203.000000
1481.50;0.172215;0.184254;105.0;203.000000
1481.60;0.171226;0.184837;105.0;203.000000
1481.70;0.169974;0.184876;105.0;203.000000
1481.80;0.168530;0.184913;105.0;203.000000
1481.90;0.166992;0.185019;104.0;203.000000
1482.00;0.165667;0.184772;104.0;203.000000
1482.10;0.164582;0.184299;104.0;203.000000
1482.20;0.163622;0.183545;104.0;203.000000
1482.30;0.163108;0.182960;104.0;203.000000
1482.40;0.162943;0.182466;104.0;203.000000
1482.50;0.163175;0.181948;104.0;203.000000
1482.60;0.163745;0.181383;104.0;203.000000
1482.70;0.164352;0.180717;104.0;202.000000
1482.80;0.164760;0.179866;104.0;202.000000
1482.90;0.164869;0.178928;104.0;202.000000
1483.00;0.164649;0.177970;104.0;202.000000
1483.10;0.164128;0.177325;104.0;202.000000
1483.20;0.163545;0.177170;104.0;201.000000
1483.30;0.163489;0.177463;104.0;201.000000
1483.40;0.164143;0.177951;104.0;202.000000
1483.50;0.165084;0.178542;104.0;202.000000
1483.60;0.165683;0.179110;104.0;202.000000
1483.70;0.166150;0.179734;104.0;202.000000
1483.80;0.166591;0.180285;104.0;203.000000
1483.90;0.166963;0.180874;104.0;203.000000
1484.00;0.166980;0.181194;104.0;203.000000
1484.10;0.166703;0.180994;104.0;203.000000
1484.20;0.166057;0.180791;104.0;203.000000
1484.30;0.165134;0.180981;104.0;202.000000
1484.40;0.164198;0.181472;104.0;202.000000
1484.50;0.162959;0.181681;104.0;202.000000
1484.60;0.161704;0.181678;104.0;202.000000
1484.70;0.160346;0.181653;104.0;202.000000
1484.80;0.159042;0.181779;104.0;202.000000
1484.90;0.158358;0.181952;104.0;202.000000
1485.00;0.158162;0.182059;104.0;202.000000
1485.10;0.158464;0.182140;104.0;202.000000
1485.20;0.159013;0.181867;104.0;202.000000
1485.30;0.159631;0.181269;104.0;203.000000
1485.40;0.160016;0.180629;104.0;203.000000
1485.50;0.160062;0.180118;104.0;203.000000
1485.60;0.159613;0.179945;104.0;202.000000
1485.70;0.158702;0.180104;104.0;202.000000
1485.80;0.157620;0.180342;104.0;202.000000
1485.90;0.156466;0.180726;104.0;202.000000
1486.00;0.155455;0.180890;104.0;201.000000
1486.10;0.154627;0.180785;105.0;201.000000
1486.20;0.153892;0.180380;105.0;201.000000
1486.30;0.153429;0.180010;105.0;201.000000
1486.40;0.153495;0.179804;105.0;200.000000
1486.50;0.154077;0.179991;105.0;200.000000
1486.60;0.154960;0.180500;105.0;200.000000
1486.70;0.156229;0.180887;105.0;200.000000
1486.80;0.157629;0.181088;105.0;200.000000
1486.90;0.159211;0.181003;105.0;200.000000
1487.00;0.160567;0.180652;105.0;199.000000
1487.10;0.161839;0.180218;105.0;199.000000
1487.20;0.162613;0.179672;105.0;199.000000
1487.30;0.162799;0.179359;104.0;199.000000
1487.40;0.162741;0.179267;104.0;200.000000
1487.50;0.162106;0.179333;104.0;200.000000
1487.60;0.160908;0.179590;104.0;200.000000
1487.70;0.159609;0.179508;104.0;200.000000
1487.80;0.158321;0.179200;104.0;200.000000
1487.90;0.157314;0.178777;104.0;200.000000
1488.00;0.156599;0.178522;104.0;200.000000
1488.10;0.156111;0.178507;104.0;201.000000
1488.20;0.156151;0.178732;104.0;201.000000
1488.30;0.156404;0.179236;104.0;202.000000
1488.40;0.156769;0.179729;104.0;203.000000
1488.50;0.157342;0.180267;104.0;203.000000
1488.60;0.157785;0.180706;104.0;203.000000
1488.70;0.158078;0.180830;104.0;203.000000
1488.80;0.158234;0.180876;104.0;203.000000
1488.90;0.158313;0.180683;104.0;203.000000
1489.00;0.158220;0.180628;104.0;203.000000
1489.10;0.157791;0.180781;104.0;203.000000
1489.20;0.157045;0.180714;104.0;203.000000
1489.30;0.156023;0.180502;104.0;203.000000
1489.40;0.155046;0.180371;104.0;202.000000
1489.50;0.154106;0.180488;104.0;202.000000
1489.60;0.153016;0.180700;104.0;202.000000
1489.70;0.151855;0.181280;104.0;202.000000
1489.80;0.150794;0.182351;104.0;201.000000
1489.90;0.149799;0.183757;104.0;201.000000
1490.00;0.148960;0.185482;104.0;201.000000
1490.10;0.148384;0.187088;104.0;201.000000
1490.20;0.147800;0.188156;104.0;200.000000
1490.30;0.147236;0.188549;104.0;200.000000
1490.40;0.146978;0.188367;104.0;201.000000
1490.50;0.147042;0.187878;104.0;201.000000
1490.60;0.147239;0.187522;104.0;200.000000
1490.70;0.147414;0.187659;104.0;201.000000
1490.80;0.147441;0.187670;104.0;201.000000
1490.90;0.147702;0.187644;104.0;200.000000
1491.00;0.148243;0.187394;104.0;201.000000
1491.10;0.148833;0.186874;104.0;200.000000
1491.20;0.149641;0.186520;104.0;201.000000
1491.30;0.150533;0.186041;104.0;201.000000
1491.40;0.151007;0.185619;104.0;201.000000
1491.50;0.151058;0.185284;104.0;201.000000
1491.60;0.150944;0.185141;104.0;201.000000
1491.70;0.150802;0.184807;104.0;201.000000
1491.80;0.150648;0.184276;104.0;202.000000
1491.90;0.150467;0.183355;104.0;202.000000
1492.00;0.150297;0.182371;104.0;202.000000
1492.10;0.150529;0.181679;104.0;202.000000
1492.20;0.151161;0.181372;104.0;202.000000
1492.30;0.152086;0.181500;104.0;202.000000
1492.40;0.153160;0.182276;104.0;203.000000
1492.50;0.154429;0.183341;104.0;203.000000
1492.60;0.156003;0.184451;104.0;202.000000
1492.70;0.158027;0.185606;103.0;202.000000
1492.80;0.160344;0.186488;104.0;202.000000
1492.90;0.163068;0.186933;104.0;202.000000
1493.00;0.165866;0.186712;104.0;202.000000
1493.10;0.168554;0.186113;104.0;202.000000
1493.20;0.170760;0.185575;104.0;201.000000
1493.30;0.172229;0.184993;104.0;201.000000
1493.40;0.173142;0.184197;104.0;201.000000
1493.50;0.173621;0.183397;104.0;201.000000
1493.60;0.173905;0.182623;104.0;201.000000
1493.70;0.173805;0.181634;104.0;202.000000
1493.80;0.173259;0.180601;104.0;202.000000
1493.90;0.172492;0.179987;104.0;202.000000
1494.00;0.171623;0.179667;104.0;202.000000
1494.10;0.171130;0.179766;104.0;202.000000
1494.20;0.171110;0.180099;104.0;201.000000
1494.30;0.171512;0.180521;104.0;201.000000
1494.40;0.172240;0.180744;104.0;201.000000
1494.50;0.173038;0.180972;104.0;202.000000
1494.60;0.173882;0.181493;104.0;202.000000
1494.70;0.174701;0.182278;104.0;202.000000
1494.80;0.175158;0.182981;104.0;202.000000
1494.90;0.175311;0.183469;104.0;201.000000
1495.00;0.175408;0.183465;104.0;201.000000
1495.10;0.175313;0.183220;104.0;201.000000
1495.20;0.175183;0.183121;103.0;201.000000
1495.30;0.174988;0.183596;104.0;201.000000
1495.40;0.174689;0.184657;104.0;201.000000
1495.50;0.174095;0.185586;104.0;201.000000
1495.60;0.173184;0.186036;104.0;201.000000
1495.70;0.171676;0.186064;104.0;201.000000
1495.80;0.169683;0.185707;104.0;200.000000
1495.90;0.167251;0.184759;104.0;200.000000
1496.00;0.164582;0.183448;104.0;200.000000
1496.10;0.161990;0.182250;104.0;200.000000
1496.20;0.159528;0.181758;104.0;200.000000
1496.30;0.157411;0.181158;104.0;200.000000
1496.40;0.155395;0.180686;104.0;201.000000
1496.50;0.153645;0.180497;104.0;201.000000
1496.60;0.152372;0.180468;104.0;201.000000
1496.70;0.151878;0.180677;103.0;201.000000
1496.80;0.152412;0.181017;104.0;201.000000
1496.90;0.153949;0.181532;104.0;202.000000
1497.00;0.155987;0.182347;104.0;202.000000
1497.10;0.158365;0.183625;104.0;202.000000
1497.20;0.160578;0.184951;104.0;203.000000
1497.30;0.162675;0.185929;104.0;203.000000
1497.40;0.164769;0.186684;104.0;202.000000
1497.50;0.167082;0.187289;104.0;201.000000
1497.60;0.168933;0.187657;104.0;201.000000
1497.70;0.170027;0.187588;104.0;201.000000
1497.80;0.170444;0.187313;104.0;201.000000
1497.90;0.170420;0.186915;104.0;202.000000
1498.00;0.169985;0.186154;104.0;203.000000
1498.10;0.169154;0.185173;104.0;203.000000
1498.20;0.168240;0.184211;104.0;202.000000
1498.30;0.167154;0.183381;104.0;203.000000
1498.40;0.166016;0.182698;104.0;203.000000
1498.50;0.164822;0.182271;104.0;203.000000
1498.60;0.163589;0.182097;104.0;203.000000
1498.70;0.162406;0.181945;104.0;203.000000
1498.80;0.161071;0.181636;104.0;203.000000
1498.90;0.159974;0.181267;104.0;203.000000
1499.00;0.158917;0.181537;104.0;202.000000
1499.10;0.157727;0.181925;104.0;202.000000
1499.20;0.156463;0.182339;104.0;201.000000
1499.30;0.155132;0.183309;104.0;200.000000
1499.40;0.153664;0.184327;104.0;200.000000
1499.50;0.152046;0.184950;104.0;200.000000
1499.60;0.150634;0.185234;103.0;200.000000
1499.70;0.149303;0.185048;103.0;201.000000
1499.80;0.147934;0.184361;103.0;201.000000
1499.90;0.146710;0.183543;104.0;201.000000
1500.00;0.145887;0.203504;104.0;244.859968
1500.10;0.145319;0.203142;104.0;244.859968
1500.20;0.145382;0.202882;104.0;243.859968
1500.30;0.146403;0.202748;104.0;243.859968
1500.40;0.147794;0.202915;104.0;243.859968
1500.50;0.149365;0.203311;104.0;243.859968
1500.60;0.151059;0.203480;104.0;243.859968
1500.70;0.152787;0.203522;104.0;243.859968
1500.80;0.154302;0.203092;104.0;243.859968
1500.90;0.155722;0.202506;104.0;243.859968
1501.00;0.157185;0.201839;104.0;243.859968
1501.10;0.158650;0.200963;104.0;243.859968
1501.20;0.159646;0.199967;104.0;244.859968
1501.30;0.159988;0.199212;104.0;244.859968
1501.40;0.159766;0.199228;104.0;244.859968
1501.50;0.159269;0.199607;104.0;245.859968
1501.60;0.158743;0.200527;104.0;245.859968
1501.70;0.158500;0.201557;104.0;244.859968
1501.80;0.158665;0.202202;104.0;244.859968
1501.90;0.159179;0.202635;104.0;243.859968
1502.00;0.159724;0.202781;104.0;243.859968
1502.10;0.160159;0.202811;104.0;243.859968
1502.20;0.160386;0.203058;104.0;243.859968
1502.30;0.160478;0.203430;104.0;243.859968
1502.40;0.160710;0.203872;104.0;243.859968
1502.50;0.161144;0.203846;104.0;244.859968
1502.60;0.161700;0.203214;104.0;243.859968
1502.70;0.162048;0.202361;104.0;243.859968
1502.80;0.162698;0.201753;104.0;243.859968
1502.90;0.163471;0.201434;104.0;243.859968
1503.00;0.164308;0.201077;104.0;243.859968
1503.10;0.165215;0.200846;104.0;243.859968
1503.20;0.165956;0.201008;104.0;244.859968
1503.30;0.166234;0.201612;104.0;244.859968
1503.40;0.166129;0.202783;104.0;244.859968
1503.50;0.165859;0.204011;104.0;244.859968
1503.60;0.165343;0.204875;104.0;244.859968
1503.70;0.164934;0.205423;104.0;244.859968
1503.80;0.164855;0.205489;104.0;244.859968
1503.90;0.165144;0.205224;104.0;244.859968
1504.00;0.165347;0.204848;104.0;244.859968
1504.10;0.165261;0.204597;104.0;244.859968
1504.20;0.164941;0.204593;104.0;244.859968
1504.30;0.164364;0.204597;104.0;244.859968
1504.40;0.163407;0.204354;104.0;244.859968
1504.50;0.162137;0.204091;104.0;244.859968
1504.60;0.160403;0.203756;104.0;244.859968
1504.70;0.158043;0.203422;104.0;245.859968
1504.80;0.155269;0.202920;104.0;246.859968
1504.90;0.152503;0.202290;104.0;246.859968
1505.00;0.150259;0.201389;104.0;246.859968
1505.10;0.149170;0.200324;104.0;246.859968
1505.20;0.149179;0.199488;104.0;246.859968
1505.30;0.150048;0.199022;104.0;246.859968
1505.40;0.151380;0.198655;104.0;246.859968
1505.50;0.153056;0.198571;104.0;245.859968
1505.60;0.154809;0.198820;104.0;245.859968
1505.70;0.156532;0.199214;104.0;245.859968
1505.80;0.158240;0.199679;104.0;245.859968
1505.90;0.159914;0.200351;104.0;245.859968
1506.00;0.161008;0.201230;104.0;245.859968
1506.10;0.161666;0.202152;103.0;245.859968
1506.20;0.162140;0.203476;103.0;244.859968
1506.30;0.162242;0.204920;103.0;244.859968
1506.40;0.162222;0.206192;103.0;244.859968
1506.50;0.162237;0.206956;103.0;244.859968
1506.60;0.162421;0.207217;103.0;244.859968
1506.70;0.162629;0.207471;104.0;244.859968
1506.80;0.162774;0.207467;104.0;244.859968
1506.90;0.162550;0.206928;104.0;244.859968
1507.00;0.162224;0.206143;103.0;245.859968
1507.10;0.161508;0.205385;103.0;244.859968
1507.20;0.160518;0.204682;103.0;244.859968
1507.30;0.159442;0.204449;103.0;244.859968
1507.40;0.158198;0.204686;103.0;244.859968
1507.50;0.157387;0.205016;104.0;244.859968
1507.60;0.157028;0.205113;104.0;244.859968
1507.70;0.157323;0.205032;104.0;243.859968
1507.80;0.158271;0.205192;104.0;243.859968
1507.90;0.159170;0.205127;104.0;244.859968
1508.00;0.159797;0.204904;104.0;244.859968
1508.10;0.160234;0.204517;104.0;244.859968
1508.20;0.160781;0.203845;104.0;244.859968
1508.30;0.161209;0.202910;104.0;244.859968
1508.40;0.161197;0.202217;104.0;244.859968
1508.50;0.160839;0.201811;104.0;244.859968
1508.60;0.160236;0.201573;104.0;244.859968
1508.70;0.159762;0.201476;104.0;244.859968
1508.80;0.159241;0.201377;104.0;244.859968
1508.90;0.158806;0.201285;104.0;244.859968
1509.00;0.158475;0.201339;104.0;245.859968
1509.10;0.157803;0.201626;104.0;246.859968
1509.20;0.156611;0.202176;104.0;246.859968
1509.30;0.155109;0.202833;104.0;246.859968
1509.40;0.153187;0.203677;104.0;246.859968
1509.50;0.151041;0.204774;104.0;246.859968
1509.60;0.148902;0.205825;104.0;246.859968
1509.70;0.146688;0.206501;104.0;246.859968
1509.80;0.144442;0.206629;104.0;246.859968
1509.90;0.142351;0.206009;104.0;246.859968
1510.00;0.140570;0.204942;104.0;245.859968
1510.10;0.139215;0.203718;104.0;245.859968
1510.20;0.138311;0.202328;105.0;245.859968
1510.30;0.137842;0.201128;105.0;245.859968
1510.40;0.137701;0.200475;105.0;244.859968
1510.50;0.137841;0.200264;105.0;245.859968
1510.60;0.138269;0.200646;105.0;244.859968
1510.70;0.139170;0.201122;104.0;244.859968
1510.80;0.140066;0.201424;105.0;244.859968
1510.90;0.140540;0.201554;105.0;244.859968
1511.00;0.140699;0.201150;105.0;244.859968
1511.10;0.140548;0.200695;104.0;244.859968
1511.20;0.140486;0.200173;104.0;244.859968
1511.30;0.140533;0.199478;104.0;244.859968
1511.40;0.140674;0.199177;104.0;244.859968
1511.50;0.140872;0.199315;104.0;244.859968
1511.60;0.141324;0.199720;104.0;244.859968
1511.70;0.142411;0.200309;104.0;244.859968
1511.80;0.144178;0.200784;104.0;244.859968
1511.90;0.146534;0.200890;104.0;244.859968
1512.00;0.149208;0.200761;104.0;244.859968
1512.10;0.152046;0.201015;104.0;244.859968
1512.20;0.154589;0.201427;104.0;244.859968
1512.30;0.156705;0.201824;104.0;243.859968
1512.40;0.158584;0.202073;104.0;243.859968
1512.50;0.160097;0.202360;104.0;243.859968
1512.60;0.161075;0.202467;104.0;243.859968
1512.70;0.161529;0.202441;104.0;242.859968
1512.80;0.161510;0.202574;104.0;242.859968
1512.90;0.160945;0.202771;104.0;241.859968
1513.00;0.159590;0.202573;104.0;241.859968
1513.10;0.157552;0.202203;104.0;241.859968
1513.20;0.155340;0.201574;104.0;242.859968
1513.30;0.153021;0.201121;104.0;242.859968
1513.40;0.150797;0.201047;104.0;243.859968
1513.50;0.148868;0.201512;104.0;243.859968
1513.60;0.147534;0.202542;105.0;243.859968
1513.70;0.146725;0.203507;105.0;243.859968
1513.80;0.146480;0.203893;105.0;243.859968
1513.90;0.146569;0.203519;105.0;243.859968
1514.00;0.147184;0.202754;105.0;243.859968
1514.10;0.148107;0.202203;105.0;243.859968
1514.20;0.149124;0.202167;105.0;243.859968
1514.30;0.150252;0.202624;105.0;243.859968
1514.40;0.151094;0.203113;104.0;243.859968
1514.50;0.151760;0.203430;104.0;243.859968
1514.60;0.152522;0.204129;104.0;244.859968
1514.70;0.153449;0.204781;104.0;244.859968
1514.80;0.154537;0.205125;104.0;244.859968
1514.90;0.155835;0.205534;104.0;243.859968
1515.00;0.157209;0.205659;104.0;243.859968
1515.10;0.158272;0.205544;104.0;243.859968
1515.20;0.159166;0.205307;104.0;243.859968
1515.30;0.159654;0.204928;104.0;243.859968
1515.40;0.159457;0.204209;104.0;243.859968
1515.50;0.158910;0.203696;104.0;243.859968
1515.60;0.158444;0.203399;104.0;243.859968
1515.70;0.157877;0.203377;104.0;243.859968
1515.80;0.157105;0.203636;104.0;244.859968
1515.90;0.156049;0.204243;104.0;244.859968
1516.00;0.154947;0.204694;105.0;244.859968
1516.10;0.153996;0.204913;104.0;244.859968
1516.20;0.153386;0.204597;104.0;244.859968
1516.30;0.153129;0.203757;104.0;243.859968
1516.40;0.153042;0.202362;104.0;243.859968
1516.50;0.153176;0.200577;104.0;243.859968
1516.60;0.153886;0.198850;104.0;244.859968
1516.70;0.155065;0.197443;104.0;244.859968
1516.80;0.156631;0.196638;104.0;244.859968
1516.90;0.158741;0.196685;104.0;244.859968
1517.00;0.161293;0.197439;104.0;245.859968
1517.10;0.164020;0.198390;104.0;245.859968
1517.20;0.166900;0.199288;104.0;244.859968
1517.30;0.169634;0.200177;104.0;243.859968
1517.40;0.171786;0.201296;104.0;243.859968
1517.50;0.173186;0.202342;104.0;244.859968
1517.60;0.173975;0.203292;104.0;244.859968
1517.70;0.174128;0.204031;104.0;244.859968
1517.80;0.173702;0.204278;104.0;244.859968
1517.90;0.172624;0.204333;104.0;244.859968
1518.00;0.171380;0.204674;104.0;244.859968
1518.10;0.170117;0.204624;104.0;244.859968
1518.20;0.168869;0.203732;104.0;244.859968
1518.30;0.167548;0.202320;104.0;245.859968
1518.40;0.166239;0.201045;104.0;245.859968
1518.50;0.165023;0.200267;104.0;244.859968
1518.60;0.163570;0.199978;104.0;244.859968
1518.70;0.162077;0.199905;104.0;244.859968
1518.80;0.160600;0.200079;104.0;245.859968
1518.90;0.159358;0.200470;104.0;245.859968
1519.00;0.158149;0.201043;104.0;245.859968
1519.10;0.157114;0.201696;104.0;245.859968
1519.20;0.156296;0.201802;104.0;245.859968
1519.30;0.155561;0.201561;104.0;245.859968
1519.40;0.154775;0.201322;104.0;245.859968
1519.50;0.153997;0.201082;104.0;245.859968
1519.60;0.153243;0.200733;104.0;245.859968
1519.70;0.152563;0.200564;104.0;245.859968
1519.80;0.152349;0.200283;104.0;246.859968
1519.90;0.152581;0.200094;104.0;246.859968
1520.00;0.152850;0.199906;104.0;247.859968
1520.10;0.153191;0.199700;104.0;247.859968
1520.20;0.153354;0.199806;104.0;248.859968
1520.30;0.153485;0.200135;104.0;248.859968
1520.40;0.153669;0.200480;104.0;248.859968
1520.50;0.154020;0.201155;104.0;247.859968
1520.60;0.154737;0.202018;104.0;247.859968
1520.70;0.156262;0.202808;104.0;246.859968
1520.80;0.158028;0.203549;104.0;245.859968
1520.90;0.159699;0.204242;104.0;244.859968
1521.00;0.161231;0.204674;104.0;244.859968
1521.10;0.162516;0.204669;104.0;244.859968
1521.20;0.163514;0.204160;104.0;244.859968
1521.30;0.164133;0.203340;104.0;244.859968
1521.40;0.164631;0.202745;104.0;244.859968
1521.50;0.164900;0.202463;104.0;245.859968
1521.60;0.164605;0.202326;104.0;245.859968
1521.70;0.163581;0.202349;104.0;245.859968
