Distance_m;Rayleigh_Peak_Amplitude;Brillouin_Peak_Amplitude;Rayleigh_Peak_Bin;Brillouin_Peak_Bin
297.10;0.175810;0.203354;103.0;205.000000
297.20;0.176189;0.203297;103.0;205.000000
297.30;0.176351;0.203513;103.0;205.000000
297.40;0.176461;0.203931;103.0;206.000000
297.50;0.176612;0.204375;103.0;206.000000
297.60;0.176698;0.204633;103.0;206.000000
297.70;0.176573;0.204848;103.0;206.000000
297.80;0.176085;0.205230;104.0;206.000000
297.90;0.175341;0.205566;104.0;206.000000
298.00;0.174237;0.205772;104.0;206.000000
298.10;0.173004;0.205972;104.0;206.000000
298.20;0.171762;0.205912;104.0;206.000000
298.30;0.171000;0.205600;104.0;206.000000
298.40;0.171051;0.205406;104.0;206.000000
298.50;0.172017;0.205144;104.0;206.000000
298.60;0.173629;0.205163;104.0;206.000000
298.70;0.175222;0.205423;104.0;206.000000
298.80;0.176487;0.205688;104.0;206.000000
298.90;0.177218;0.205796;104.0;206.000000
299.00;0.177469;0.205435;104.0;205.000000
299.10;0.177437;0.205180;104.0;205.000000
299.20;0.177169;0.205305;104.0;205.000000
299.30;0.176623;0.205866;104.0;205.000000
299.40;0.175848;0.206577;104.0;205.000000
299.50;0.174825;0.207126;104.0;205.000000
299.60;0.173762;0.207410;104.0;205.000000
299.70;0.172482;0.207396;104.0;206.000000
299.80;0.171390;0.207612;104.0;205.000000
299.90;0.170398;0.207323;104.0;205.000000
300.00;0.169514;0.206566;104.0;205.000000
300.10;0.168910;0.205491;104.0;205.000000
300.20;0.168523;0.204445;104.0;205.000000
300.30;0.168219;0.203393;104.0;205.000000
300.40;0.168172;0.202895;104.0;205.000000
300.50;0.168556;0.202773;104.0;204.000000
300.60;0.169085;0.202623;104.0;204.000000
300.70;0.169498;0.202518;104.0;204.000000
300.80;0.169407;0.202275;104.0;204.000000
300.90;0.168995;0.202163;103.0;204.000000
301.00;0.168309;0.202000;103.0;204.000000
301.10;0.167246;0.201606;103.0;205.000000
301.20;0.165822;0.201198;103.0;205.000000
301.30;0.164120;0.201049;103.0;205.000000
301.40;0.162311;0.200913;103.0;205.000000
301.50;0.160606;0.200668;103.0;205.000000
301.60;0.158965;0.200745;104.0;205.000000
301.70;0.157590;0.201144;104.0;204.000000
301.80;0.156727;0.201486;104.0;204.000000
301.90;0.156459;0.201672;104.0;204.000000
302.00;0.156656;0.201728;104.0;204.000000
302.10;0.156989;0.201733;104.0;204.000000
302.20;0.157581;0.202067;104.0;204.000000
302.30;0.158399;0.202595;104.0;204.000000
302.40;0.159635;0.203373;104.0;205.000000
302.50;0.160951;0.204000;104.0;205.000000
302.60;0.162403;0.204250;104.0;205.000000
302.70;0.163780;0.204194;104.0;206.000000
302.80;0.165005;0.203724;104.0;206.000000
302.90;0.166303;0.203122;104.0;206.000000
303.00;0.167818;0.202739;104.0;206.000000
303.10;0.169254;0.202502;104.0;206.000000
303.20;0.170295;0.202370;104.0;206.000000
303.30;0.170998;0.202683;104.0;205.000000
303.40;0.171212;0.203020;104.0;205.000000
303.50;0.171042;0.203021;104.0;205.000000
303.60;0.170667;0.202927;104.0;204.000000
303.70;0.169930;0.202625;104.0;204.000000
303.80;0.169045;0.202149;104.0;204.000000
303.90;0.168383;0.201590;104.0;204.000000
304.00;0.168046;0.201113;104.0;204.000000
304.10;0.167953;0.200901;104.0;204.000000
304.20;0.168235;0.200973;104.0;204.000000
304.30;0.168767;0.201349;104.0;204.000000
304.40;0.169230;0.201848;104.0;205.000000
304.50;0.169726;0.202138;103.0;205.000000
304.60;0.170312;0.202366;103.0;206.000000
304.70;0.170952;0.202666;103.0;206.000000
304.80;0.171633;0.202909;103.0;206.000000
304.90;0.172182;0.203202;103.0;205.000000
305.00;0.172717;0.203501;103.0;205.000000
305.10;0.173227;0.203723;103.0;205.000000
305.20;0.173744;0.203827;103.0;205.000000
305.30;0.174199;0.203755;103.0;205.000000
305.40;0.174881;0.203544;104.0;205.000000
305.50;0.175542;0.203019;104.0;205.000000
305.60;0.176281;0.202174;104.0;205.000000
305.70;0.176815;0.201648;104.0;205.000000
305.80;0.177021;0.201569;104.0;205.000000
305.90;0.177121;0.201559;104.0;205.000000
306.00;0.177040;0.201322;104.0;205.000000
306.10;0.176687;0.200890;104.0;204.000000
306.20;0.175936;0.200445;103.0;204.000000
306.30;0.174809;0.199931;103.0;204.000000
306.40;0.173387;0.199641;103.0;203.000000
306.50;0.171735;0.199638;103.0;203.000000
306.60;0.170283;0.200100;103.0;204.000000
306.70;0.169224;0.200525;104.0;204.000000
306.80;0.168391;0.201163;104.0;204.000000
306.90;0.167974;0.201676;104.0;204.000000
307.00;0.168019;0.201899;104.0;204.000000
307.10;0.168678;0.201705;104.0;204.000000
307.20;0.169857;0.200985;104.0;204.000000
307.30;0.171493;0.200179;104.0;204.000000
307.40;0.173530;0.199694;103.0;203.000000
307.50;0.175893;0.199636;103.0;203.000000
307.60;0.178386;0.199705;103.0;203.000000
307.70;0.180916;0.199705;103.0;203.000000
307.80;0.183469;0.199681;103.0;204.000000
307.90;0.186046;0.199646;103.0;204.000000
308.00;0.188378;0.199430;103.0;205.000000
308.10;0.190271;0.199678;104.0;205.000000
308.20;0.191700;0.200276;104.0;205.000000
308.30;0.192652;0.200867;104.0;205.000000
308.40;0.193258;0.201418;104.0;204.000000
308.50;0.193891;0.201916;104.0;204.000000
308.60;0.194657;0.202098;105.0;205.000000
308.70;0.195144;0.201998;105.0;205.000000
308.80;0.194944;0.201557;105.0;205.000000
308.90;0.194101;0.200899;105.0;205.000000
309.00;0.192525;0.200454;105.0;206.000000
309.10;0.190406;0.200158;105.0;206.000000
309.20;0.188119;0.200093;104.0;206.000000
309.30;0.185642;0.200309;105.0;206.000000
309.40;0.183126;0.200662;105.0;207.000000
309.50;0.181088;0.201183;104.0;208.000000
309.60;0.179547;0.201446;104.0;208.000000
309.70;0.178533;0.201748;104.0;209.000000
309.80;0.177551;0.202062;104.0;209.000000
309.90;0.176491;0.202143;104.0;209.000000
310.00;0.174841;0.202156;104.0;208.000000
310.10;0.172440;0.201970;104.0;208.000000
310.20;0.169642;0.202065;104.0;208.000000
310.30;0.166960;0.202774;104.0;207.000000
310.40;0.164582;0.203748;104.0;207.000000
310.50;0.162488;0.204658;104.0;207.000000
310.60;0.161029;0.205010;103.0;207.000000
310.70;0.159969;0.204794;103.0;207.000000
310.80;0.159716;0.204272;103.0;208.000000
310.90;0.160593;0.203290;103.0;208.000000
311.00;0.162411;0.201953;103.0;207.000000
311.10;0.164663;0.200666;103.0;207.000000
311.20;0.166971;0.199749;103.0;207.000000
311.30;0.169077;0.199386;103.0;207.000000
311.40;0.170979;0.199457;103.0;208.000000
311.50;0.172586;0.199884;103.0;207.000000
311.60;0.173894;0.200244;103.0;207.000000
311.70;0.175083;0.200729;103.0;207.000000
311.80;0.176181;0.201326;103.0;207.000000
311.90;0.177404;0.202048;103.0;207.000000
312.00;0.178314;0.202808;103.0;207.000000
312.10;0.178855;0.203061;103.0;207.000000
312.20;0.178907;0.202701;103.0;208.000000
312.30;0.178497;0.202115;103.0;208.000000
312.40;0.177813;0.201500;103.0;208.000000
312.50;0.176638;0.201165;103.0;209.000000
312.60;0.175153;0.201082;103.0;209.000000
312.70;0.173405;0.200765;104.0;209.000000
312.80;0.171994;0.200618;104.0;209.000000
312.90;0.171095;0.199996;104.0;209.000000
313.00;0.170897;0.199107;104.0;209.000000
313.10;0.171642;0.198047;104.0;209.000000
313.20;0.173052;0.197177;104.0;209.000000
313.30;0.174953;0.196286;104.0;209.000000
313.40;0.177162;0.195495;104.0;209.000000
313.50;0.179129;0.195055;104.0;209.000000
313.60;0.180743;0.194674;104.0;210.000000
313.70;0.181950;0.194757;104.0;209.000000
313.80;0.183024;0.195392;103.0;209.000000
313.90;0.184137;0.196232;103.0;209.000000
314.00;0.185125;0.196959;103.0;208.000000
314.10;0.185719;0.197806;103.0;207.000000
314.20;0.185689;0.198514;104.0;207.000000
314.30;0.185281;0.198948;104.0;207.000000
314.40;0.184755;0.198929;104.0;207.000000
314.50;0.184224;0.198582;104.0;206.000000
314.60;0.183556;0.198183;104.0;206.000000
314.70;0.183141;0.198013;104.0;206.000000
314.80;0.182546;0.198129;104.0;205.000000
314.90;0.181661;0.198264;104.0;205.000000
315.00;0.180859;0.198338;104.0;205.000000
315.10;0.180419;0.198184;104.0;205.000000
315.20;0.180185;0.198065;104.0;205.000000
315.30;0.179851;0.197838;104.0;206.000000
315.40;0.179453;0.197814;104.0;206.000000
315.50;0.178864;0.198141;104.0;207.000000
315.60;0.178307;0.198707;104.0;208.000000
315.70;0.177625;0.199434;104.0;208.000000
315.80;0.176769;0.200201;104.0;208.000000
315.90;0.176036;0.200528;104.0;208.000000
316.00;0.175154;0.200695;104.0;208.000000
316.10;0.174151;0.200692;104.0;207.000000
316.20;0.173160;0.200703;104.0;207.000000
316.30;0.172212;0.200508;104.0;206.000000
316.40;0.171309;0.200145;104.0;206.000000
316.50;0.170609;0.199755;104.0;205.000000
316.60;0.170122;0.199564;104.0;205.000000
316.70;0.169983;0.199601;104.0;205.000000
316.80;0.170037;0.199695;104.0;205.000000
316.90;0.170280;0.199834;104.0;205.000000
317.00;0.170589;0.199747;104.0;205.000000
317.10;0.170833;0.199496;104.0;204.000000
317.20;0.171182;0.199139;104.0;204.000000
317.30;0.171713;0.199047;104.0;205.000000
317.40;0.172632;0.199083;104.0;205.000000
317.50;0.173725;0.198898;104.0;205.000000
317.60;0.174873;0.198417;104.0;205.000000
317.70;0.175959;0.198304;104.0;205.000000
317.80;0.176712;0.198585;104.0;205.000000
317.90;0.177290;0.199100;104.0;205.000000
318.00;0.177779;0.199585;104.0;205.000000
318.10;0.178164;0.200099;103.0;205.000000
318.20;0.178463;0.200933;103.0;205.000000
318.30;0.178995;0.202218;104.0;205.000000
318.40;0.179532;0.203499;104.0;205.000000
318.50;0.179811;0.204434;104.0;205.000000
318.60;0.179857;0.204771;104.0;205.000000
318.70;0.179630;0.204377;104.0;205.000000
318.80;0.179038;0.203492;104.0;205.000000
318.90;0.178371;0.202395;104.0;205.000000
319.00;0.177614;0.201157;104.0;205.000000
319.10;0.176698;0.200095;104.0;205.000000
319.20;0.175764;0.199511;104.0;205.000000
319.30;0.174954;0.199053;104.0;205.000000
319.40;0.174021;0.198492;104.0;204.000000
319.50;0.172789;0.198174;104.0;204.000000
319.60;0.171510;0.198345;103.0;205.000000
319.70;0.170485;0.198950;103.0;205.000000
319.80;0.169793;0.199593;103.0;205.000000
319.90;0.169567;0.200372;104.0;205.000000
320.00;0.169722;0.201474;104.0;205.000000
320.10;0.170349;0.202603;103.0;206.000000
320.20;0.170975;0.203583;103.0;206.000000
320.30;0.171437;0.204450;104.0;207.000000
320.40;0.171838;0.205327;104.0;207.000000
320.50;0.172482;0.206306;104.0;207.000000
320.60;0.173618;0.207084;104.0;207.000000
320.70;0.175036;0.207518;104.0;206.000000
320.80;0.176332;0.207373;104.0;206.000000
320.90;0.177217;0.206659;104.0;206.000000
321.00;0.177881;0.205561;104.0;207.000000
321.10;0.178392;0.204432;104.0;207.000000
321.20;0.178686;0.203697;103.0;207.000000
321.30;0.178942;0.203417;103.0;207.000000
321.40;0.179135;0.203199;103.0;208.000000
321.50;0.179054;0.203145;103.0;208.000000
321.60;0.179039;0.203270;103.0;208.000000
321.70;0.178936;0.203589;103.0;208.000000
321.80;0.178338;0.204213;103.0;209.000000
321.90;0.177694;0.205068;103.0;209.000000
322.00;0.176911;0.206166;102.0;210.000000
322.10;0.175875;0.207082;102.0;210.000000
322.20;0.174743;0.207426;103.0;210.000000
322.30;0.173437;0.207106;103.0;210.000000
322.40;0.172017;0.206435;103.0;210.000000
322.50;0.170506;0.205563;103.0;209.000000
322.60;0.169309;0.204722;103.0;208.000000
322.70;0.168308;0.204035;103.0;208.000000
322.80;0.167342;0.203746;103.0;207.000000
322.90;0.166593;0.203833;103.0;207.000000
323.00;0.166372;0.204244;103.0;206.000000
323.10;0.166949;0.204403;103.0;206.000000
323.20;0.168313;0.204517;103.0;206.000000
323.30;0.170512;0.204448;104.0;205.000000
323.40;0.173226;0.204164;104.0;205.000000
323.50;0.175976;0.203546;103.0;205.000000
323.60;0.178548;0.202869;103.0;205.000000
323.70;0.180698;0.202250;103.0;205.000000
323.80;0.182288;0.201829;103.0;205.000000
323.90;0.183384;0.201530;103.0;205.000000
324.00;0.184342;0.201213;103.0;205.000000
324.10;0.185313;0.201140;104.0;206.000000
324.20;0.186271;0.200995;104.0;206.000000
324.30;0.187279;0.200926;104.0;207.000000
324.40;0.188407;0.200919;104.0;207.000000
324.50;0.189225;0.200755;104.0;207.000000
324.60;0.189655;0.200469;104.0;207.000000
324.70;0.189702;0.200218;104.0;207.000000
324.80;0.189190;0.200198;104.0;207.000000
324.90;0.188574;0.200343;104.0;207.000000
325.00;0.188254;0.200496;104.0;207.000000
325.10;0.188076;0.200888;104.0;206.000000
325.20;0.187773;0.201389;104.0;206.000000
325.30;0.187406;0.201605;104.0;205.000000
325.40;0.186822;0.201633;104.0;204.000000
325.50;0.186083;0.201546;104.0;204.000000
325.60;0.185218;0.201185;104.0;203.000000
325.70;0.183883;0.200674;104.0;203.000000
325.80;0.182125;0.200383;104.0;203.000000
325.90;0.180048;0.200463;104.0;203.000000
326.00;0.177810;0.200973;104.0;204.000000
326.10;0.175633;0.201938;104.0;204.000000
326.20;0.173439;0.202850;104.0;204.000000
326.30;0.171014;0.203520;104.0;204.000000
326.40;0.168400;0.203880;104.0;205.000000
326.50;0.166272;0.203823;104.0;205.000000
326.60;0.164561;0.203516;104.0;205.000000
326.70;0.163534;0.203038;105.0;205.000000
326.80;0.163233;0.202672;105.0;205.000000
326.90;0.163790;0.202639;105.0;205.000000
327.00;0.165322;0.203010;104.0;206.000000
327.10;0.167420;0.203766;104.0;206.000000
327.20;0.169622;0.204503;104.0;206.000000
327.30;0.171931;0.205234;104.0;206.000000
327.40;0.173850;0.206073;104.0;206.000000
327.50;0.175016;0.206959;104.0;206.000000
327.60;0.175327;0.207560;104.0;206.000000
327.70;0.175227;0.207598;104.0;206.000000
327.80;0.174418;0.207068;104.0;206.000000
327.90;0.172904;0.206316;104.0;206.000000
328.00;0.170697;0.205557;104.0;207.000000
328.10;0.168465;0.204903;104.0;207.000000
328.20;0.166402;0.204556;104.0;208.000000
328.30;0.164705;0.204744;104.0;208.000000
328.40;0.163771;0.205151;104.0;208.000000
328.50;0.163801;0.205803;104.0;207.000000
328.60;0.164228;0.207002;104.0;207.000000
328.70;0.165290;0.208491;104.0;207.000000
328.80;0.166975;0.209710;104.0;207.000000
328.90;0.169134;0.210248;104.0;207.000000
329.00;0.171336;0.210189;104.0;207.000000
329.10;0.173367;0.209702;104.0;208.000000
329.20;0.175028;0.209046;104.0;208.000000
329.30;0.176525;0.208346;103.0;207.000000
329.40;0.177634;0.207858;103.0;207.000000
329.50;0.178374;0.207475;103.0;207.000000
329.60;0.178839;0.206773;103.0;207.000000
329.70;0.179245;0.205892;103.0;208.000000
329.80;0.179485;0.205011;103.0;208.000000
329.90;0.179664;0.204011;103.0;208.000000
330.00;0.179521;0.203141;103.0;208.000000
330.10;0.178802;0.202431;104.0;208.000000
330.20;0.177432;0.202177;103.0;208.000000
330.30;0.175908;0.202451;103.0;209.000000
330.40;0.174529;0.203195;103.0;209.000000
330.50;0.173431;0.203754;103.0;208.000000
330.60;0.172424;0.204154;103.0;208.000000
330.70;0.171278;0.204697;104.0;208.000000
330.80;0.169915;0.205256;104.0;207.000000
330.90;0.168528;0.205682;103.0;207.000000
331.00;0.166831;0.205642;103.0;207.000000
331.10;0.165104;0.205456;103.0;207.000000
331.20;0.163793;0.205549;103.0;207.000000
331.30;0.162848;0.206141;103.0;206.000000
331.40;0.162569;0.207127;103.0;206.000000
331.50;0.162521;0.208151;103.0;206.000000
331.60;0.162550;0.209011;103.0;206.000000
331.70;0.162494;0.209497;103.0;207.000000
331.80;0.162298;0.209566;103.0;207.000000
331.90;0.162405;0.209617;103.0;207.000000
332.00;0.162681;0.209428;103.0;207.000000
332.10;0.162888;0.209221;103.0;207.000000
332.20;0.163372;0.208968;104.0;207.000000
332.30;0.164333;0.208942;104.0;207.000000
332.40;0.165716;0.208991;104.0;207.000000
332.50;0.167014;0.209097;103.0;207.000000
332.60;0.168188;0.209083;103.0;206.000000
332.70;0.169352;0.208969;103.0;206.000000
332.80;0.170313;0.209006;103.0;207.000000
332.90;0.170820;0.209116;103.0;207.000000
333.00;0.170559;0.209064;103.0;207.000000
333.10;0.169519;0.208728;103.0;207.000000
333.20;0.167757;0.208064;103.0;207.000000
333.30;0.165292;0.207187;104.0;207.000000
333.40;0.162357;0.206497;104.0;207.000000
333.50;0.159268;0.206319;104.0;207.000000
333.60;0.156554;0.206340;104.0;207.000000
333.70;0.154492;0.206285;104.0;207.000000
333.80;0.153128;0.206180;104.0;207.000000
333.90;0.152498;0.205966;104.0;207.000000
334.00;0.152628;0.205543;104.0;207.000000
334.10;0.153186;0.204875;104.0;207.000000
334.20;0.153918;0.203952;103.0;206.000000
334.30;0.154647;0.202961;103.0;206.000000
334.40;0.154972;0.202364;103.0;205.000000
334.50;0.154963;0.202266;103.0;205.000000
334.60;0.154795;0.202529;103.0;205.000000
334.70;0.154482;0.202684;103.0;205.000000
334.80;0.154314;0.202698;104.0;205.000000
334.90;0.154004;0.202541;103.0;205.000000
335.00;0.153493;0.202623;104.0;205.000000
335.10;0.152449;0.202924;104.0;206.000000
335.20;0.151065;0.203170;103.0;206.000000
335.30;0.149650;0.203547;104.0;207.000000
335.40;0.148537;0.204058;103.0;207.000000
335.50;0.147984;0.204514;104.0;208.000000
335.60;0.148160;0.204789;104.0;208.000000
335.70;0.149052;0.204864;104.0;207.000000
335.80;0.150461;0.204985;104.0;207.000000
335.90;0.152411;0.205067;104.0;207.000000
336.00;0.154747;0.205234;104.0;207.000000
336.10;0.157341;0.205378;103.0;206.000000
336.20;0.160191;0.205444;103.0;206.000000
336.30;0.162920;0.205555;103.0;206.000000
336.40;0.165935;0.205788;103.0;206.000000
336.50;0.168919;0.205538;103.0;206.000000
336.60;0.171750;0.204925;103.0;207.000000
336.70;0.174091;0.204268;103.0;207.000000
336.80;0.175935;0.203740;103.0;207.000000
336.90;0.177373;0.203299;104.0;207.000000
337.00;0.178607;0.202895;104.0;207.000000
337.10;0.179682;0.202399;104.0;206.000000
337.20;0.180371;0.201879;104.0;206.000000
337.30;0.180871;0.201745;104.0;206.000000
337.40;0.181132;0.202488;104.0;205.000000
337.50;0.181279;0.203519;104.0;205.000000
337.60;0.181530;0.204377;104.0;206.000000
337.70;0.181637;0.204746;104.0;206.000000
337.80;0.181470;0.204766;104.0;206.000000
337.90;0.181050;0.204207;104.0;206.000000
338.00;0.180454;0.203348;104.0;206.000000
338.10;0.179367;0.202510;104.0;206.000000
338.20;0.177805;0.201926;104.0;206.000000
338.30;0.175939;0.201680;104.0;206.000000
338.40;0.174153;0.201751;104.0;206.000000
338.50;0.172738;0.202059;104.0;206.000000
338.60;0.171701;0.202520;104.0;206.000000
338.70;0.170799;0.203022;104.0;206.000000
338.80;0.170025;0.203665;104.0;206.000000
338.90;0.169984;0.204326;104.0;207.000000
339.00;0.170839;0.204870;103.0;207.000000
339.10;0.172276;0.205256;103.0;207.000000
339.20;0.174047;0.205454;103.0;206.000000
339.30;0.175940;0.205468;103.0;206.000000
339.40;0.177786;0.205175;103.0;206.000000
339.50;0.179141;0.204687;103.0;207.000000
339.60;0.180039;0.204347;102.0;207.000000
339.70;0.180373;0.204012;102.0;207.000000
339.80;0.179950;0.203874;102.0;207.000000
339.90;0.179402;0.203883;102.0;207.000000
340.00;0.178670;0.204171;102.0;207.000000
340.10;0.177694;0.204739;102.0;207.000000
340.20;0.176580;0.205168;102.0;207.000000
340.30;0.175398;0.205360;103.0;207.000000
340.40;0.174234;0.205394;103.0;207.000000
340.50;0.173297;0.205060;103.0;207.000000
340.60;0.172511;0.204537;103.0;207.000000
340.70;0.171762;0.204140;103.0;207.000000
340.80;0.171152;0.203758;103.0;207.000000
340.90;0.170695;0.203482;103.0;207.000000
341.00;0.170073;0.203100;103.0;207.000000
341.10;0.169280;0.202371;103.0;207.000000
341.20;0.168601;0.201675;103.0;207.000000
341.30;0.168171;0.201277;103.0;208.000000
341.40;0.168139;0.200959;103.0;208.000000
341.50;0.168308;0.200714;103.0;208.000000
341.60;0.168943;0.200557;103.0;207.000000
341.70;0.170099;0.200894;103.0;207.000000
341.80;0.171642;0.201678;103.0;207.000000
341.90;0.173321;0.202788;103.0;207.000000
342.00;0.174817;0.203753;103.0;207.000000
342.10;0.175910;0.204650;103.0;207.000000
342.20;0.176686;0.205509;103.0;206.000000
342.30;0.177384;0.205914;103.0;207.000000
342.40;0.178107;0.206028;103.0;207.000000
342.50;0.178758;0.205603;103.0;207.000000
342.60;0.179323;0.204662;103.0;207.000000
342.70;0.179731;0.203760;103.0;207.000000
342.80;0.179949;0.203200;104.0;207.000000
342.90;0.179973;0.202842;104.0;206.000000
343.00;0.179649;0.202661;104.0;205.000000
343.10;0.179405;0.202722;104.0;205.000000
343.20;0.179371;0.202977;104.0;205.000000
343.30;0.179461;0.203432;104.0;205.000000
343.40;0.179770;0.203857;104.0;204.000000
343.50;0.179770;0.204297;104.0;204.000000
343.60;0.179460;0.204612;104.0;205.000000
343.70;0.179146;0.204444;104.0;205.000000
343.80;0.179178;0.203436;104.0;205.000000
343.90;0.179490;0.202194;104.0;206.000000
344.00;0.179915;0.201160;103.0;206.000000
344.10;0.180232;0.200466;103.0;206.000000
344.20;0.180401;0.200238;103.0;206.000000
344.30;0.180828;0.200157;104.0;206.000000
344.40;0.181487;0.200181;104.0;206.000000
344.50;0.182289;0.200394;104.0;206.000000
344.60;0.183172;0.201016;104.0;207.000000
344.70;0.183878;0.201875;104.0;207.000000
344.80;0.184260;0.202237;104.0;207.000000
344.90;0.184466;0.202193;104.0;207.000000
345.00;0.184726;0.202064;104.0;207.000000
345.10;0.185298;0.201931;103.0;207.000000
345.20;0.186077;0.201845;103.0;207.000000
345.30;0.187097;0.201924;103.0;207.000000
345.40;0.188143;0.201854;103.0;207.000000
345.50;0.189069;0.201984;104.0;207.000000
345.60;0.189630;0.202343;104.0;207.000000
345.70;0.189707;0.202870;104.0;206.000000
345.80;0.188977;0.203369;104.0;206.000000
345.90;0.187560;0.204045;104.0;205.000000
346.00;0.185418;0.204480;104.0;205.000000
346.10;0.183109;0.204485;104.0;204.000000
346.20;0.180853;0.204298;104.0;204.000000
346.30;0.178760;0.203872;104.0;204.000000
346.40;0.177022;0.203391;104.0;204.000000
346.50;0.175680;0.203030;104.0;205.000000
346.60;0.174693;0.202761;104.0;205.000000
346.70;0.174077;0.202137;104.0;205.000000
346.80;0.173688;0.201431;104.0;205.000000
346.90;0.173504;0.200903;104.0;205.000000
347.00;0.173626;0.200347;104.0;205.000000
347.10;0.173744;0.199744;104.0;205.000000
347.20;0.173349;0.199477;104.0;205.000000
347.30;0.172486;0.199422;104.0;205.000000
347.40;0.171484;0.199428;104.0;205.000000
347.50;0.170521;0.199544;104.0;205.000000
347.60;0.169948;0.199852;104.0;204.000000
347.70;0.169901;0.200199;104.0;204.000000
347.80;0.170222;0.200441;104.0;204.000000
347.90;0.170402;0.200640;104.0;204.000000
348.00;0.170518;0.200702;104.0;204.000000
348.10;0.170158;0.200538;104.0;204.000000
348.20;0.169430;0.200065;104.0;204.000000
348.30;0.168512;0.199443;104.0;204.000000
348.40;0.167528;0.199018;104.0;204.000000
348.50;0.166159;0.198803;104.0;204.000000
348.60;0.164409;0.198838;104.0;204.000000
348.70;0.162457;0.199213;104.0;204.000000
348.80;0.160224;0.199701;104.0;205.000000
348.90;0.157297;0.200101;104.0;205.000000
349.00;0.154216;0.200424;104.0;205.000000
349.10;0.151374;0.200665;104.0;204.000000
349.20;0.149290;0.200641;104.0;204.000000
349.30;0.148176;0.200433;104.0;205.000000
349.40;0.148109;0.200323;104.0;205.000000
349.50;0.149184;0.200360;105.0;205.000000
349.60;0.151354;0.200668;105.0;205.000000
349.70;0.154465;0.201051;105.0;205.000000
349.80;0.157724;0.201575;105.0;205.000000
349.90;0.160820;0.201965;104.0;204.000000
350.00;0.163612;0.202010;104.0;204.000000
350.10;0.165997;0.201587;104.0;204.000000
350.20;0.167797;0.200899;104.0;204.000000
350.30;0.168988;0.200008;104.0;204.000000
350.40;0.169673;0.199099;104.0;204.000000
350.50;0.169944;0.198198;104.0;205.000000
350.60;0.169641;0.197449;104.0;205.000000
350.70;0.168759;0.197266;103.0;206.000000
350.80;0.167396;0.197390;103.0;206.000000
350.90;0.165484;0.197782;103.0;207.000000
351.00;0.163370;0.198615;103.0;208.000000
351.10;0.161111;0.199506;103.0;208.000000
351.20;0.158875;0.200047;103.0;208.000000
351.30;0.157237;0.200316;104.0;209.000000
351.40;0.156372;0.200576;104.0;209.000000
351.50;0.155969;0.200768;104.0;210.000000
351.60;0.156220;0.201080;104.0;210.000000
351.70;0.156865;0.201390;104.0;209.000000
351.80;0.157656;0.201498;104.0;209.000000
351.90;0.158566;0.201525;104.0;208.000000
352.00;0.159888;0.201529;103.0;208.000000
352.10;0.161184;0.201539;103.0;207.000000
352.20;0.161883;0.201498;103.0;207.000000
352.30;0.161975;0.200980;103.0;207.000000
352.40;0.161437;0.200143;103.0;207.000000
352.50;0.160315;0.199025;103.0;207.000000
352.60;0.158675;0.198262;103.0;207.000000
352.70;0.156989;0.197924;103.0;207.000000
352.80;0.155658;0.198083;104.0;207.000000
352.90;0.154825;0.198342;104.0;206.000000
353.00;0.154375;0.198789;103.0;206.000000
353.10;0.154434;0.199315;103.0;206.000000
353.20;0.155038;0.199793;104.0;206.000000
353.30;0.156370;0.200143;104.0;207.000000
353.40;0.158403;0.200559;104.0;207.000000
353.50;0.160983;0.201041;104.0;207.000000
353.60;0.163963;0.201251;104.0;207.000000
353.70;0.166958;0.201715;104.0;207.000000
353.80;0.169819;0.202432;104.0;207.000000
353.90;0.172759;0.202991;104.0;206.000000
354.00;0.175688;0.203498;104.0;206.000000
354.10;0.178574;0.204154;104.0;206.000000
354.20;0.181452;0.204732;104.0;206.000000
354.30;0.184003;0.204827;104.0;206.000000
354.40;0.186392;0.204682;104.0;207.000000
354.50;0.188292;0.204018;103.0;207.000000
354.60;0.189811;0.203062;103.0;207.000000
354.70;0.190644;0.202181;104.0;206.000000
354.80;0.190451;0.201445;104.0;206.000000
354.90;0.189533;0.200583;104.0;206.000000
355.00;0.187954;0.199686;104.0;206.000000
355.10;0.185992;0.198986;104.0;206.000000
355.20;0.183709;0.198293;103.0;206.000000
355.30;0.181533;0.198060;103.0;205.000000
355.40;0.179727;0.198441;103.0;205.000000
355.50;0.178172;0.199244;103.0;205.000000
355.60;0.177034;0.200486;103.0;205.000000
355.70;0.176071;0.201426;103.0;205.000000
355.80;0.175040;0.202138;103.0;204.000000
355.90;0.174110;0.202438;103.0;204.000000
356.00;0.173186;0.202635;103.0;204.000000
356.10;0.172017;0.202448;103.0;204.000000
356.20;0.170647;0.202097;103.0;203.000000
356.30;0.169343;0.201618;103.0;204.000000
356.40;0.168164;0.201194;103.0;204.000000
356.50;0.167286;0.201035;103.0;204.000000
356.60;0.166997;0.201050;103.0;204.000000
356.70;0.167044;0.201165;103.0;203.000000
356.80;0.167130;0.201850;103.0;203.000000
356.90;0.167078;0.202645;103.0;203.000000
357.00;0.167276;0.203266;103.0;203.000000
357.10;0.168283;0.203668;104.0;204.000000
357.20;0.169603;0.204319;104.0;204.000000
357.30;0.170782;0.204945;104.0;204.000000
357.40;0.171588;0.205217;104.0;204.000000
357.50;0.172308;0.205332;104.0;204.000000
